mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,param_model__kernel,param_select__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
47.5280752658844,3.676961440383724,0.8944791316986084,0.2833946970448877,9.990954650479516,scale,rbf,80,"OrderedDict([('model__C', 9.990954650479516), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 80)])",0.6043667683377194,0.8395887938838892,0.9581633964523135,0.9895654523164746,0.8894408871107866,0.8562250596202368,0.13636989423018453,16
39.760171031951906,3.0964462527540855,0.8397479057312012,0.253195313924178,9.993023627833724,auto,rbf,64,"OrderedDict([('model__C', 9.993023627833724), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 64)])",0.6047815582573752,0.834468737197408,0.9518597867313785,0.9900632787920276,0.8913541170299197,0.8545054956016218,0.13562824783657904,35
25.259060287475585,0.6265021962840578,0.734330129623413,0.09379570523604214,0.1003172549961153,scale,rbf,32,"OrderedDict([('model__C', 0.1003172549961153), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5913588504950975,0.8470386913485409,0.9500985767430307,0.9845749686998706,0.8755119089336909,0.8497165992440461,0.1383362691055362,42
44.0825698852539,2.788779147415722,0.6070573329925537,0.13226141882781217,9.97229250875982,scale,rbf,32,"OrderedDict([('model__C', 9.97229250875982), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.6042447151008191,0.8424386807462919,0.9557614492380238,0.9902935622060978,0.8898625709802858,0.8565201956543037,0.13615951024768244,14
42.89554080963135,3.055722592610124,0.5985987663269043,0.18672524571515903,10.0,auto,rbf,32,"OrderedDict([('model__C', 10.0), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.604158027455621,0.8419980035344992,0.9537184978553683,0.9899681062260826,0.8898232495077467,0.8559331769158636,0.13583871556343327,21
46.02318735122681,2.1862440971645296,0.863515043258667,0.27558785929290175,9.928511454684639,scale,rbf,80,"OrderedDict([('model__C', 9.928511454684639), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 80)])",0.6043667683377194,0.8395887938838892,0.9581633964523135,0.9895654523164746,0.8894408871107866,0.8562250596202368,0.13636989423018453,16
24.708257579803465,0.31526940319082497,0.8328670501708985,0.01910477090408372,0.1,scale,rbf,8,"OrderedDict([('model__C', 0.1), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 8)])",0.5419291915842334,0.6678020387510509,0.5646890857026593,0.9205880886300597,0.819691131043109,0.7029399071422224,0.14647456375466864,56
25.426311349868776,0.4073867586148745,1.0944385528564453,0.09463660420743493,0.1007370005470377,auto,rbf,64,"OrderedDict([('model__C', 0.1007370005470377), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 64)])",0.5859447613032515,0.8008210887748397,0.9208605013288496,0.9182072977177456,0.8575280650941852,0.8166723428437743,0.12354771435317594,55
31.621261739730834,1.078009423662006,0.5696073055267334,0.14904512955271956,1.3711110508747906,scale,rbf,32,"OrderedDict([('model__C', 1.3711110508747906), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.6010801648571981,0.8564848709394614,0.9509177310643119,0.9876634273967846,0.8888317566210386,0.856995590175759,0.13594260515170323,11
29.846721601486205,1.0400670446332363,0.5921076774597168,0.12367522133633828,1.0446419999709833,scale,rbf,32,"OrderedDict([('model__C', 1.0446419999709833), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.6012296422394423,0.8576294741520643,0.9463901204409317,0.987752791144096,0.8877655419252657,0.8561535139803601,0.13523956081571376,18
28.615156269073488,0.7721962667883067,0.7964466571807861,0.1453976156606249,0.9797989217727875,scale,rbf,64,"OrderedDict([('model__C', 0.9797989217727875), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 64)])",0.5993207978926695,0.8481301279033864,0.9514557814214033,0.9868008228876461,0.8888181491887429,0.8549051358587697,0.13655610307479107,31
37.09993629455566,3.0468323178264436,0.3946563243865967,0.055988504134791686,10.0,scale,rbf,16,"OrderedDict([('model__C', 10.0), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6033845170019297,0.7632635747921788,0.9763057270949763,0.9902219763768905,0.8863679654089665,0.8439087521349883,0.1449792093187558,47
26.631239032745363,0.5618645174486891,0.6910200119018555,0.1584206442166464,0.2552288238728358,scale,rbf,32,"OrderedDict([('model__C', 0.2552288238728358), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5950496889978841,0.8515840389290412,0.9591408964545804,0.9866184360023649,0.8828017343617234,0.8550389589491187,0.13894423401834896,30
28.846847248077392,1.1390399978900525,0.8190189361572265,0.2352910613567245,1.797333118672734,auto,rbf,64,"OrderedDict([('model__C', 1.797333118672734), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 64)])",0.5972110998649482,0.8524859512995172,0.9407830545524762,0.9883228757466159,0.8877410604601867,0.8533088083847489,0.13612702561509887,39
26.416093492507933,0.7532039441201138,0.5790472030639648,0.09063501792853103,0.19466601457464508,scale,rbf,16,"OrderedDict([('model__C', 0.19466601457464508), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.597246363555166,0.8205866282482948,0.9590889772552054,0.9852330894373007,0.878866097057539,0.8482042311107012,0.13838718744237227,44
26.642773866653442,0.4362109896942363,0.5699324607849121,0.044744601659238124,10.0,scale,rbf,8,"OrderedDict([('model__C', 10.0), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 8)])",0.5409087150814624,0.6565092289736126,0.5803804805462447,0.9000251947436246,0.8174175737038367,0.6990482386097562,0.13805995033596774,57
32.94479961395264,1.3246167597166165,0.5889689922332764,0.13641175055994992,2.13166019496005,scale,rbf,32,"OrderedDict([('model__C', 2.13166019496005), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.6019989792382803,0.8468711300823739,0.9534001926067367,0.9882331453372922,0.8880186074965879,0.8557044109522541,0.13608601061180844,24
24.419519090652464,0.6611330880833927,0.9160507202148438,0.02396637636806754,0.1,auto,rbf,8,"OrderedDict([('model__C', 0.1), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 8)])",0.5296700716153492,0.666694908344036,0.5496383210525061,0.9126607297135684,0.8008994200298352,0.691912690151059,0.14683896223505685,60
27.583407163619995,1.0660940069429945,0.6003562450408936,0.16454904265450698,0.5354501633738793,scale,rbf,32,"OrderedDict([('model__C', 0.5354501633738793), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5984142232701161,0.8584296131384074,0.9537371682888784,0.9877627212685912,0.8861911459196284,0.8569069743771243,0.13724262927684638,12
28.486875820159913,0.8665117860820442,0.5963162422180176,0.18585760107932187,0.9582623372539942,auto,rbf,32,"OrderedDict([('model__C', 0.9582623372539942), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.598147347322283,0.8578588213883804,0.9441065583728493,0.9878472325055927,0.8872779375126658,0.8550475794203543,0.1360967875504965,29
27.11645941734314,0.4691058851679665,0.4736351013183594,0.050359296882121214,1.0605753459903575,scale,rbf,16,"OrderedDict([('model__C', 1.0605753459903575), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.5990014399825562,0.8424968087734163,0.9715695759383158,0.9881361233573002,0.879433606533513,0.8561275109170203,0.13971108089396264,19
28.809095191955567,0.8575912775454333,0.5789328575134277,0.15878713041332773,0.6844321296452938,scale,rbf,32,"OrderedDict([('model__C', 0.6844321296452938), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5993565646769861,0.8581722893648305,0.9470902869180132,0.9877661049394064,0.8868669173753309,0.8558504326549133,0.13600218619823223,22
28.595362663269043,1.0013247043386844,0.5896919250488282,0.15963258934940389,0.687340930079843,scale,rbf,32,"OrderedDict([('model__C', 0.687340930079843), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5993565646769861,0.8583206750192994,0.9469363712487014,0.9877661049394064,0.8868669173753309,0.8558493266519449,0.13598207347271477,23
26.708338260650635,0.668660556243088,0.48381266593933103,0.05849170764631984,0.5016445335268307,scale,rbf,16,"OrderedDict([('model__C', 0.5016445335268307), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6030706634156495,0.8281103780659798,0.9662261077429575,0.9852681960747567,0.8786625790705017,0.8522675848739691,0.13715325700687364,41
28.39653596878052,0.9153967256009757,0.6436877727508545,0.16632746460147826,0.4093671300558453,scale,rbf,32,"OrderedDict([('model__C', 0.4093671300558453), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8593966187080675,0.9613514028132861,0.9875681007247261,0.884978537939171,0.8580508471888193,0.1388101490546399,2
27.215559911727905,0.9698383037510238,0.615383529663086,0.15283855699400542,0.3978460348682851,scale,rbf,32,"OrderedDict([('model__C', 0.3978460348682851), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5970495499330959,0.8587651030593408,0.9609458343253383,0.9874733377870256,0.8847143607520285,0.8577896371713658,0.138686948616844,10
25.650661087036134,0.5992520909995616,0.593532657623291,0.09077447962468106,0.10069413705191682,scale,rbf,16,"OrderedDict([('model__C', 0.10069413705191682), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.5957093215365458,0.8111922443311234,0.948975021954382,0.9839694219711547,0.8730353591925318,0.8425762737971475,0.13723608947144272,48
30.866606426239013,1.686832421651234,0.44536819458007815,0.10407768956684214,2.7546741493517515,scale,rbf,16,"OrderedDict([('model__C', 2.7546741493517515), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6044659585081293,0.7534204749017398,0.9733623107572842,0.9884380891180738,0.8819924244806353,0.8403358515531725,0.14460599630147788,51
25.53546290397644,0.31019601728768104,0.6507770538330078,0.07106259034325813,0.9860435844774117,scale,rbf,8,"OrderedDict([('model__C', 0.9860435844774117), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 8)])",0.5455960206485904,0.6525646070360313,0.5701274951826483,0.8980547581165689,0.8026138410830622,0.6937913444133803,0.1360294993199607,59
27.512329483032225,0.5954862740933843,0.6117074489593506,0.12095886444397283,0.4058413790460671,scale,rbf,32,"OrderedDict([('model__C', 0.4058413790460671), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.961257659569478,0.9876602339898799,0.8849001698438993,0.8580053711054267,0.138810088366078,5
27.48853087425232,0.6862926095053612,0.7224137306213378,0.2103027656818266,0.40531396152459603,scale,rbf,32,"OrderedDict([('model__C', 0.40531396152459603), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.9613514028132861,0.9876602339898799,0.8849001698438993,0.8580241197541885,0.13882403869656795,4
31.749059629440307,1.1727778174011567,0.42528491020202636,0.07919339526623417,9.999806018747337,auto,rbf,16,"OrderedDict([('model__C', 9.999806018747337), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6035745178830377,0.7551727250325255,0.9746451394563617,0.9898787071795874,0.8844060484845029,0.841535427607203,0.14535867711974843,50
27.682879734039307,0.8769527711047836,0.61148042678833,0.16979528661656812,0.40500524063325066,scale,rbf,32,"OrderedDict([('model__C', 0.40500524063325066), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.961257659569478,0.9876602339898799,0.8849001698438993,0.8580053711054267,0.138810088366078,5
27.36351580619812,0.6637554954148966,0.649156141281128,0.15941258636376499,0.40484140757252174,scale,rbf,32,"OrderedDict([('model__C', 0.40484140757252174), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.961257659569478,0.9876602339898799,0.8848064085936531,0.8579866188553776,0.13880646009031414,9
60.527315044403075,4.298912958756541,0.9242569446563721,0.8226927741929518,1.7221138595342307,scale,rbf,32,"OrderedDict([('model__C', 1.7221138595342307), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.601559094229549,0.8496662314814638,0.9521398753983651,0.987668522543735,0.8886423179209303,0.8559352083148086,0.1359597488618127,20
53.68933448791504,3.105063287122683,1.0264071941375732,0.7652433486812861,0.4051976474820008,scale,rbf,32,"OrderedDict([('model__C', 0.4051976474820008), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.961257659569478,0.9876602339898799,0.8849001698438993,0.8580053711054267,0.138810088366078,5
53.44972929954529,2.7115016456026173,0.9715937614440918,0.7411806865860213,0.3624572886337991,auto,rbf,32,"OrderedDict([('model__C', 0.3624572886337991), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.59411091621849,0.8557826196712938,0.958087288522932,0.9868517850033773,0.8823405082148202,0.8554346235261827,0.13915614804591986,26
35.59635968208313,2.3782726811464974,0.8319707870483398,0.5286097784613055,0.3049702793163127,auto,rbf,16,"OrderedDict([('model__C', 0.3049702793163127), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.5956990457835214,0.716320353919654,0.9581181159577201,0.986221518880263,0.8829015303889414,0.8278521129860199,0.149274859572458,53
63.09977135658264,3.0719361006075876,0.8563334941864014,0.6290512528242229,0.34454093185475565,scale,rbf,16,"OrderedDict([('model__C', 0.34454093185475565), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6006172925143127,0.8328455854091835,0.9644761292394088,0.9856885648846931,0.8788987146843349,0.8525052573463867,0.1376996250376154,40
65.61506218910218,4.5895889580869245,0.7286111831665039,0.39042836128266073,1.111625847330603,auto,rbf,16,"OrderedDict([('model__C', 1.111625847330603), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6054544672425181,0.7876023271952568,0.9641269139374223,0.9870747873447239,0.8822131191746057,0.8452943229789053,0.1388793757470076,46
56.20778198242188,2.3347963366031874,1.0955543041229248,1.041624865291444,0.4476022671234938,auto,rbf,32,"OrderedDict([('model__C', 0.4476022671234938), ('model__gamma', 'auto'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5950835621265808,0.8570062039964588,0.9606692552987657,0.9869973912548882,0.8835066090774598,0.8566526043508306,0.1392471569549392,13
91.5687391281128,3.8878912244636,1.0281866073608399,0.9072648011090026,0.40618932897958576,scale,rbf,32,"OrderedDict([('model__C', 0.40618932897958576), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8592492163650313,0.961257659569478,0.9876602339898799,0.8849001698438993,0.8580053711054267,0.138810088366078,5
801.7944709777832,6.490432743287492,1.851700210571289,2.818189643820896,5.806177377461041,scale,rbf,16,"OrderedDict([('model__C', 5.806177377461041), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 16)])",0.6035540599903746,0.760107761131252,0.9746775689598811,0.9889483076547937,0.8851051125796603,0.8424785620631925,0.144649129374487,49
29.785151767730714,0.9748451199452437,0.6101539611816407,0.18493450864367963,0.40656344135107775,scale,rbf,32,"OrderedDict([('model__C', 0.40656344135107775), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8593966187080675,0.961257659569478,0.9876602339898799,0.8849001698438993,0.858034851574034,0.13881036505561373,3
19.683448171615602,0.5095823134026192,0.46517457962036135,0.0882874877550776,0.40687348033564463,scale,rbf,32,"OrderedDict([('model__C', 0.40687348033564463), ('model__gamma', 'scale'), ('model__kernel', 'rbf'), ('select__k', 32)])",0.5969595757588456,0.8593966187080675,0.9613514028132861,0.9876602339898799,0.8849001698438993,0.8580536002227956,0.13882431137687185,1
