mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__max_features,param_model__min_samples_split,param_model__n_estimators,param_select__k,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
22.928917026519777,0.032016666564750024,1.7796405792236327,0.10530508527143692,6,0.8638628715886625,5,97,64,"OrderedDict([('model__max_depth', 6), ('model__max_features', 0.8638628715886625), ('model__min_samples_split', 5), ('model__n_estimators', 97), ('select__k', 64)])",0.603390228460822,0.8329988513184909,0.9751624612382731,0.9830321348549332,0.8914772419316759,0.8572121835608391,0.1385127378417323,27
21.98815083503723,0.13670279114489117,0.11903443336486816,0.03570331697250691,9,0.9416576386904312,3,193,80,"OrderedDict([('model__max_depth', 9), ('model__max_features', 0.9416576386904312), ('model__min_samples_split', 3), ('model__n_estimators', 193), ('select__k', 80)])",0.6058434712982599,0.8360573842728782,0.9598486180406247,0.9830338968930543,0.8921805344172669,0.8553927809844168,0.13505949111334714,35
16.57122759819031,0.8568312112112774,0.024860095977783204,0.011715528300955184,6,0.9593612608346885,2,115,16,"OrderedDict([('model__max_depth', 6), ('model__max_features', 0.9593612608346885), ('model__min_samples_split', 2), ('model__n_estimators', 115), ('select__k', 16)])",0.5997194741592696,0.8671831413536065,0.9551347378737082,0.9861642907885624,0.8857498190940005,0.8587902926538294,0.13669040383009332,10
17.930735445022584,0.3692634058398709,0.048915529251098634,0.02061630499261818,9,0.5859357806982803,4,170,48,"OrderedDict([('model__max_depth', 9), ('model__max_features', 0.5859357806982803), ('model__min_samples_split', 4), ('model__n_estimators', 170), ('select__k', 48)])",0.6065690815193417,0.838247679366601,0.962736780527261,0.984091364825668,0.8918995122689696,0.8567088837015684,0.13536419647960163,29
20.038282442092896,0.02388853815982638,0.05206074714660645,0.01571856573975113,9,0.7190145932204617,4,157,80,"OrderedDict([('model__max_depth', 9), ('model__max_features', 0.7190145932204617), ('model__min_samples_split', 4), ('model__n_estimators', 157), ('select__k', 80)])",0.6068076303052975,0.8364514805869123,0.9613914175043226,0.983995157993859,0.8930911380538289,0.856347364888844,0.1351623041302912,32
16.879102802276613,0.3501487603687701,0.03128724098205567,0.007181142702160811,8,0.9696848688013859,2,78,64,"OrderedDict([('model__max_depth', 8), ('model__max_features', 0.9696848688013859), ('model__min_samples_split', 2), ('model__n_estimators', 78), ('select__k', 64)])",0.6066315156330796,0.8385335937347566,0.9702678658726044,0.9826803791519606,0.8923215538959527,0.8580869816576708,0.13630279365564074,17
19.097122192382812,0.06714927644504284,0.03170089721679688,0.007101762054075131,7,0.8876821894139413,3,181,48,"OrderedDict([('model__max_depth', 7), ('model__max_features', 0.8876821894139413), ('model__min_samples_split', 3), ('model__n_estimators', 181), ('select__k', 48)])",0.6060450447466856,0.8326549761682858,0.9750375149227275,0.9832526316493578,0.8919425118711117,0.8577865358716338,0.13759472200746456,21
19.284617328643797,0.3587008245021688,0.0254976749420166,0.0031755153655621156,7,0.9600046132186582,3,176,16,"OrderedDict([('model__max_depth', 7), ('model__max_features', 0.9600046132186582), ('model__min_samples_split', 3), ('model__n_estimators', 176), ('select__k', 16)])",0.6057686226820336,0.7363820470356307,0.9743506055858386,0.9863662337959069,0.8902648383573373,0.8386264694913494,0.14669103514426213,39
17.63825225830078,0.07905584665736007,0.035095500946044925,0.009394195520636073,10,0.8503107223106829,5,112,32,"OrderedDict([('model__max_depth', 10), ('model__max_features', 0.8503107223106829), ('model__min_samples_split', 5), ('model__n_estimators', 112), ('select__k', 32)])",0.6074691285947438,0.8290333309250053,0.9525243731226414,0.9841620308139868,0.891603277968763,0.852958428285028,0.1337599294566014,37
16.53571562767029,0.04850867487374802,0.024184274673461913,0.005436428137148851,3,0.9089150098318758,4,88,48,"OrderedDict([('model__max_depth', 3), ('model__max_features', 0.9089150098318758), ('model__min_samples_split', 4), ('model__n_estimators', 88), ('select__k', 48)])",0.4728870182028369,0.4633819881680004,0.3089562764300917,0.9864218515374371,0.7171130340766447,0.5897520336830022,0.23750404053650048,57
15.589252424240112,0.16078283292595902,0.01811075210571289,0.0018430665895578812,10,0.5,5,50,16,"OrderedDict([('model__max_depth', 10), ('model__max_features', 0.5), ('model__min_samples_split', 5), ('model__n_estimators', 50), ('select__k', 16)])",0.6059224806043642,0.7397895891797304,0.9498875676854103,0.9871861287696779,0.890780490861921,0.8347132514202208,0.14213539689792262,43
16.13869652748108,0.2550695748676773,0.01633877754211426,0.0018020834472954061,5,0.5,5,77,16,"OrderedDict([('model__max_depth', 5), ('model__max_features', 0.5), ('model__min_samples_split', 5), ('model__n_estimators', 77), ('select__k', 16)])",0.5887208761182888,0.7176899650241473,0.9531822197832334,0.9860739082890377,0.8861391483952055,0.8263612235219826,0.15063033174496906,48
19.443184518814085,0.044993227304050074,0.02029414176940918,0.0035806136415048283,8,0.5,5,200,8,"OrderedDict([('model__max_depth', 8), ('model__max_features', 0.5), ('model__min_samples_split', 5), ('model__n_estimators', 200), ('select__k', 8)])",0.5537820781740123,0.6824071506629628,0.6007869782309885,0.940307929928036,0.8313221534699139,0.7217212580931827,0.14433762961332358,51
15.42776951789856,0.1723826762365759,0.01468195915222168,0.0030214837742553406,3,0.5404695123195429,2,50,8,"OrderedDict([('model__max_depth', 3), ('model__max_features', 0.5404695123195429), ('model__min_samples_split', 2), ('model__n_estimators', 50), ('select__k', 8)])",0.44281285818921906,0.4153765387454121,0.2719372256878071,0.9369157552280649,0.6556544808048601,0.5445393717310727,0.23136509883744993,60
16.068259620666502,0.09771452422370107,0.02626910209655762,0.006636395696963603,10,0.5,5,50,48,"OrderedDict([('model__max_depth', 10), ('model__max_features', 0.5), ('model__min_samples_split', 5), ('model__n_estimators', 50), ('select__k', 48)])",0.607631741140696,0.8375053979572218,0.9554657794925157,0.9846794849695593,0.8920856223535567,0.8554736051827099,0.1340011045765914,34
16.037684535980226,0.10539568748101828,0.01983799934387207,0.0014149676839910726,10,0.5037203999237264,4,72,8,"OrderedDict([('model__max_depth', 10), ('model__max_features', 0.5037203999237264), ('model__min_samples_split', 4), ('model__n_estimators', 72), ('select__k', 8)])",0.5547213274522085,0.6825623660692506,0.6007869782309885,0.9402124965941455,0.8311361728608914,0.7218838682414969,0.14405374578220978,50
15.33245759010315,0.17106937961819788,0.018055438995361328,0.00474227100789369,6,0.5,2,50,16,"OrderedDict([('model__max_depth', 6), ('model__max_features', 0.5), ('model__min_samples_split', 2), ('model__n_estimators', 50), ('select__k', 16)])",0.5996664720075975,0.8444010388447492,0.9711260833102491,0.9862586537190834,0.8860289256069981,0.8574962346977355,0.13925034160226424,25
19.615849256515503,0.041552428362834584,0.03396530151367187,0.006785587650792223,8,0.5,5,200,48,"OrderedDict([('model__max_depth', 8), ('model__max_features', 0.5), ('model__min_samples_split', 5), ('model__n_estimators', 200), ('select__k', 48)])",0.6062306300827732,0.8347163830092096,0.9737136636874579,0.9834795791066031,0.8915721076764567,0.8579424727125001,0.13725289727530793,20
15.695293188095093,0.19141052833019276,0.02853240966796875,0.008439743873496915,6,1.0,5,50,48,"OrderedDict([('model__max_depth', 6), ('model__max_features', 1.0), ('model__min_samples_split', 5), ('model__n_estimators', 50), ('select__k', 48)])",0.6115103770198558,0.8402705056004695,0.9842683250539384,0.9886898841949231,0.8969078734130241,0.864329393056442,0.13813654222006233,4
19.62636594772339,0.10233005754423422,0.03174328804016113,0.009227187539084601,6,1.0,2,200,80,"OrderedDict([('model__max_depth', 6), ('model__max_features', 1.0), ('model__min_samples_split', 2), ('model__n_estimators', 200), ('select__k', 80)])",0.6119140442012808,0.8439808816512517,0.9840802248308577,0.9885962593846674,0.8969078734130241,0.8650958566962164,0.13781763753712373,2
